Asset,Latitude,Longitude,Date,Direction,Degrees,Speed,Source
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,13/02/2014 12:26:00 UTC,S,190,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,13/02/2014 14:26:00 UTC,S,190,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,13/02/2014 16:26:00 UTC,S,190,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,13/02/2014 18:26:00 UTC,S,190,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,13/02/2014 20:26:00 UTC,S,190,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,13/02/2014 22:26:00 UTC,S,190,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,14/02/2014 00:26:00 UTC,S,190,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,14/02/2014 02:28:00 UTC,S,190,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,14/02/2014 04:28:00 UTC,S,190,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,14/02/2014 06:28:00 UTC,S,190,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,14/02/2014 08:28:00 UTC,S,190,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,14/02/2014 12:28:00 UTC,S,190,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,14/02/2014 14:28:00 UTC,S,190,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,14/02/2014 16:28:00 UTC,S,190,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,14/02/2014 18:28:00 UTC,S,190,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,14/02/2014 20:28:00 UTC,S,190,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,14/02/2014 22:28:00 UTC,S,190,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,15/02/2014 00:28:00 UTC,S,190,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,15/02/2014 02:28:00 UTC,S,190,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,15/02/2014 04:28:00 UTC,S,190,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,15/02/2014 06:28:00 UTC,S,190,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,15/02/2014 08:28:00 UTC,S,190,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,15/02/2014 10:28:00 UTC,S,190,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,15/02/2014 12:28:00 UTC,S,190,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,15/02/2014 14:30:00 UTC,S,190,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,15/02/2014 16:28:00 UTC,S,190,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,15/02/2014 18:28:00 UTC,S,190,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,15/02/2014 20:30:00 UTC,S,190,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,15/02/2014 22:30:00 UTC,S,190,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,16/02/2014 00:30:00 UTC,S,190,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,16/02/2014 02:30:00 UTC,S,190,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,16/02/2014 06:30:00 UTC,S,190,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,16/02/2014 08:30:00 UTC,S,190,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,16/02/2014 10:30:00 UTC,S,190,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,16/02/2014 12:30:00 UTC,S,190,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,16/02/2014 16:30:00 UTC,S,190,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,16/02/2014 18:30:00 UTC,S,190,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,16/02/2014 20:30:00 UTC,S,190,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,16/02/2014 22:30:00 UTC,S,190,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,17/02/2014 00:30:00 UTC,S,190,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,17/02/2014 02:30:00 UTC,S,190,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,17/02/2014 04:30:00 UTC,S,190,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,17/02/2014 10:32:00 UTC,S,190,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,17/02/2014 12:30:00 UTC,S,190,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,17/02/2014 14:32:00 UTC,S,190,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,17/02/2014 16:32:00 UTC,S,190,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,17/02/2014 18:32:00 UTC,S,190,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,17/02/2014 20:32:00 UTC,S,190,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,17/02/2014 22:32:00 UTC,S,190,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,18/02/2014 00:32:00 UTC,S,190,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,18/02/2014 02:32:00 UTC,S,190,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,18/02/2014 04:32:00 UTC,S,190,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,18/02/2014 06:32:00 UTC,S,190,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,18/02/2014 08:32:00 UTC,S,190,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,18/02/2014 10:32:00 UTC,S,190,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,18/02/2014 12:32:00 UTC,S,190,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,18/02/2014 14:32:00 UTC,S,190,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,18/02/2014 16:32:00 UTC,S,190,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,18/02/2014 18:32:00 UTC,S,190,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,18/02/2014 22:32:00 UTC,S,190,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,19/02/2014 00:32:00 UTC,S,190,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,19/02/2014 02:32:00 UTC,S,190,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,19/02/2014 04:32:00 UTC,S,190,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,19/02/2014 06:34:00 UTC,S,190,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,19/02/2014 08:34:00 UTC,S,190,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,19/02/2014 10:34:00 UTC,S,190,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.236,72.37667,19/02/2014 12:34:00 UTC,WSW,244,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.33133,72.134,19/02/2014 14:34:00 UTC,WSW,251,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.42733,71.896,19/02/2014 16:34:00 UTC,WSW,247,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.52,71.662,19/02/2014 18:34:00 UTC,WSW,249,7,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.61267,71.42533,19/02/2014 20:34:00 UTC,WSW,250,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.372,71.49133,19/02/2014 22:34:00 UTC,NNW,330,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.15267,71.344,20/02/2014 00:34:00 UTC,NW,324,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-6.93733,71.198,20/02/2014 02:34:00 UTC,NNW,330,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-6.68333,71.17533,20/02/2014 04:34:00 UTC,N,11,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-6.41467,71.20933,20/02/2014 06:34:00 UTC,N,11,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-6.19067,71.53667,20/02/2014 10:34:00 UTC,ESE,121,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-6.328,71.762,20/02/2014 12:34:00 UTC,SE,128,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-6.426,71.99467,20/02/2014 14:34:00 UTC,E,101,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-6.442,72.252,20/02/2014 16:34:00 UTC,ENE,60,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-6.23267,72.43067,20/02/2014 18:34:00 UTC,NE,34,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-5.99533,72.58333,20/02/2014 20:34:00 UTC,NE,35,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-5.81667,72.444,20/02/2014 22:36:00 UTC,WNW,303,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-5.75867,72.21,21/02/2014 00:34:00 UTC,W,273,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-5.54067,72.168,21/02/2014 02:36:00 UTC,N,3,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-5.30533,72.24067,21/02/2014 04:36:00 UTC,SE,140,5,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-5.31867,72.25,21/02/2014 06:36:00 UTC,SE,140,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-5.20067,72.142,21/02/2014 08:36:00 UTC,NW,315,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-4.994,71.94667,21/02/2014 10:36:00 UTC,NW,320,9,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-4.79067,71.75333,21/02/2014 12:36:00 UTC,NW,318,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-4.59467,71.56467,21/02/2014 14:36:00 UTC,NW,319,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-4.392,71.37267,21/02/2014 16:36:00 UTC,NW,316,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-4.19133,71.18333,21/02/2014 18:36:00 UTC,NW,319,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-3.97933,70.99867,21/02/2014 20:36:00 UTC,N,356,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-3.704,71,21/02/2014 22:36:00 UTC,N,2,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-3.15933,71,22/02/2014 02:36:00 UTC,N,3,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-3,71.10067,22/02/2014 04:36:00 UTC,E,93,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-2.94333,71.14933,22/02/2014 06:36:00 UTC,SSE,148,6,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-3.14133,71.268,22/02/2014 08:36:00 UTC,S,182,9,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-3.42,71.26667,22/02/2014 10:36:00 UTC,S,178,9,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-3.638,71.364,22/02/2014 12:36:00 UTC,E,88,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-3.57133,71.58133,22/02/2014 14:36:00 UTC,NE,39,7,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-3.526,71.734,22/02/2014 16:38:00 UTC,E,91,4,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-3.74067,71.87867,22/02/2014 18:36:00 UTC,SSE,154,9,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-4.00067,72.02133,22/02/2014 20:38:00 UTC,SSE,151,9,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-4.26733,72.166,22/02/2014 22:38:00 UTC,SSE,152,9,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-4.54467,72.31667,23/02/2014 00:38:00 UTC,SSE,152,10,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-4.76533,72.52867,23/02/2014 02:38:00 UTC,ESE,123,9,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-5,72.664,23/02/2014 04:38:00 UTC,S,170,9,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-5.30067,72.70667,23/02/2014 06:38:00 UTC,S,169,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-5.57067,72.742,23/02/2014 08:38:00 UTC,S,175,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-5.818,72.79067,23/02/2014 10:38:00 UTC,S,184,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-5.73667,72.71667,23/02/2014 12:38:00 UTC,WNW,285,7,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-5.64933,72.50333,23/02/2014 14:38:00 UTC,W,275,7,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-5.75667,72.35467,23/02/2014 16:38:00 UTC,S,179,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-5.918,72.57333,23/02/2014 18:38:00 UTC,SE,132,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-6.02533,72.78933,23/02/2014 20:38:00 UTC,SSW,203,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-6.23067,72.63667,23/02/2014 22:38:00 UTC,SW,218,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-6.44,72.48733,24/02/2014 00:38:00 UTC,SW,232,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-6.66267,72.386,24/02/2014 02:38:00 UTC,S,190,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-6.786,72.216,24/02/2014 04:38:00 UTC,W,266,7,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-6.79067,71.98533,24/02/2014 06:38:00 UTC,W,270,7,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-6.79533,71.74733,24/02/2014 08:38:00 UTC,W,272,7,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-6.80133,71.49667,24/02/2014 10:38:00 UTC,W,270,7,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-6.80667,71.24733,24/02/2014 12:38:00 UTC,W,265,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-6.94333,71.242,24/02/2014 14:40:00 UTC,SE,133,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.14267,71.39933,24/02/2014 16:40:00 UTC,SSE,150,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.374,71.49667,24/02/2014 18:40:00 UTC,SSE,164,7,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.506,71.714,24/02/2014 20:40:00 UTC,ESE,121,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.63333,71.934,24/02/2014 22:40:00 UTC,ESE,123,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.75933,72.15067,25/02/2014 00:40:00 UTC,ESE,116,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.664,72.26467,25/02/2014 02:40:00 UTC,N,356,9,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.39,72.30267,25/02/2014 04:40:00 UTC,N,4,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.29067,72.39133,25/02/2014 06:40:00 UTC,N,4,3,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,25/02/2014 08:40:00 UTC,N,4,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,25/02/2014 10:40:00 UTC,N,4,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,25/02/2014 12:40:00 UTC,NW,306,9.6,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,25/02/2014 14:40:00 UTC,N,4,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,25/02/2014 16:40:00 UTC,N,4,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,25/02/2014 18:40:00 UTC,SE,134,50.6,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,25/02/2014 20:40:00 UTC,N,4,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,25/02/2014 22:40:00 UTC,N,4,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,26/02/2014 00:40:00 UTC,N,4,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,26/02/2014 02:40:00 UTC,N,4,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,26/02/2014 04:40:00 UTC,N,4,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,26/02/2014 06:40:00 UTC,N,4,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,26/02/2014 08:42:00 UTC,N,4,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,26/02/2014 10:42:00 UTC,N,4,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,26/02/2014 12:42:00 UTC,N,4,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,26/02/2014 14:42:00 UTC,N,4,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,26/02/2014 16:42:00 UTC,N,4,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,26/02/2014 18:42:00 UTC,N,4,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,26/02/2014 20:42:00 UTC,N,4,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,26/02/2014 22:42:00 UTC,N,4,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,27/02/2014 02:42:00 UTC,N,4,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,27/02/2014 08:42:00 UTC,N,4,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.292,72.39267,27/02/2014 10:42:00 UTC,N,4,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.22333,72.364,27/02/2014 12:42:00 UTC,WNW,301,6,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-7.118,72.19,27/02/2014 14:42:00 UTC,NW,304,6,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-6.90667,71.83667,27/02/2014 18:42:00 UTC,WNW,300,6,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-6.69867,71.49267,27/02/2014 22:44:00 UTC,WNW,303,6,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-6.6,71.33333,28/02/2014 00:44:00 UTC,ESE,120,5,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-6.62733,71.35267,28/02/2014 02:42:00 UTC,ESE,115,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-6.59133,71.33533,28/02/2014 04:44:00 UTC,N,351,8,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-6.33267,71.33133,28/02/2014 06:44:00 UTC,N,0,3.4,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-6.192,71.34067,28/02/2014 10:44:00 UTC,NNW,339,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-6.19133,71.34067,28/02/2014 12:44:00 UTC,NNW,339,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-6.192,71.34067,28/02/2014 14:44:00 UTC,NNW,339,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-6.192,71.34067,28/02/2014 16:44:00 UTC,NNW,339,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-6.192,71.34,28/02/2014 18:44:00 UTC,NNW,339,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-6.192,71.34067,28/02/2014 20:44:00 UTC,NNW,339,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-6.19133,71.34067,28/02/2014 22:44:00 UTC,NNW,339,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-6.19133,71.34133,01/03/2014 00:44:00 UTC,NNW,339,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-6.14133,71.518,01/03/2014 02:44:00 UTC,NNW,339,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-6.14133,71.51867,01/03/2014 04:44:00 UTC,NNW,339,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-5.68733,71.69667,01/03/2014 08:44:00 UTC,NNE,29,10,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-5.44533,71.77133,01/03/2014 10:44:00 UTC,W,266,5,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-5.44667,71.76933,01/03/2014 12:44:00 UTC,W,266,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-5.44667,71.76933,01/03/2014 14:44:00 UTC,W,266,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-5.446,71.76867,01/03/2014 16:46:00 UTC,W,266,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-5.44733,71.76933,01/03/2014 18:46:00 UTC,W,266,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-5.44667,71.76933,01/03/2014 20:46:00 UTC,W,266,0,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-5.44733,71.76933,01/03/2014 22:46:00 UTC,W,266,1,"SAT-C,D:9220,M:13,O:IOR"
BPV PACIFIC MARLIN 456301540,-5.44733,71.76933,02/03/2014 00:46:00 UTC,W,266,0,"SAT-C,D:9220,M:13,O:IOR"
